CodUsina,Usina,Sistema,Empresa,Posto,Posto BDH,Jusante,Desvio,Vol.Máx.(hm3),Vol.min.(hm3),Cota Máx.(m),Cota min.(m),Vol.Vert.(hm3),Vol.Desv.(hm3),PCV(0),PCV(1),PCV(2),PCV(3),PCV(4),PAC(0),PAC(1),PAC(2),PAC(3),PAC(4),Evap.Men.(1),Evap.Men.(2),Evap.Men.(3),Evap.Men.(4),Evap.Men.(5),Evap.Men.(6),Evap.Men.(7),Evap.Men.(8),Evap.Men.(9),Evap.Men.(10),Evap.Men.(11),Evap.Men.(12),Prod.Esp.(MW/m3/s/m),Canal Fuga Médio(m),TEIF(%),IP(%),Tipo Turbina,Num.Conj.Máq.,Num.Pols.Jus.,Fat.Carga Máx.(%),Fat.Carga mín.(%),Tipo Perdas(1=%/2=M/3=K),Valor Perdas,Vazão Mín.Hist.(m3/s),Num.Unid.Base,Infl.Vert.Canal de Fuga,Rep.Conj(0=aprox/1=det/2=simp),#Maq(1),PotEf(1),QEf(1),HEf(1),#Maq(2),PotEf(2),QEf(2),HEf(2),#Maq(3),PotEf(3),QEf(3),HEf(3),#Maq(4),PotEf(4),QEf(4),HEf(4),#Maq(5),PotEf(5),QEf(5),HEf(5),QHTA0(1),QHTA1(1),QHTA2(1),QHTA3(1),QHTA4(1),QHTA0(2),QHTA1(2),QHTA2(2),QHTA3(2),QHTA4(2),QHTA0(3),QHTA1(3),QHTA2(3),QHTA3(3),QHTA4(3),QHTA0(4),QHTA1(4),QHTA2(4),QHTA3(4),QHTA4(4),QHTA0(5),QHTA1(5),QHTA2(5),QHTA3(5),QHTA4(5),QHGA0(1),QHGA1(1),QHGA2(1),QHGA3(1),QHGA4(1),QHGA0(2),QHGA1(2),QHGA2(2),QHGA3(2),QHGA4(2),QHGA0(3),QHGA1(3),QHGA2(3),QHGA3(3),QHGA4(3),QHGA0(4),QHGA1(4),QHGA2(4),QHGA3(4),QHGA4(4),QHGA0(5),QHGA1(5),QHGA2(5),QHGA3(5),QHGA4(5),PHA0(1),PHA1(1),PHA2(1),PHA3(1),PHA4(1),PHA0(2),PHA1(2),PHA2(2),PHA3(2),PHA4(2),PHA0(3),PHA1(3),PHA2(3),PHA3(3),PHA4(3),PHA0(4),PHA1(4),PHA2(4),PHA3(4),PHA4(4),PHA0(5),PHA1(5),PHA2(5),PHA3(5),PHA4(4),PJA0(1),PJA1(1),PJA2(1),PJA3(1),PJA4(1),PJRM(1),PJA0(2),PJA1(2),PJA2(2),PJA3(2),PJA4(2),PJRM(2),PJA0(3),PJA1(3),PJA2(3),PJA3(3),PJA4(3),PJRM(3),PJA0(4),PJA1(4),PJA2(4),PJA3(4),PJA4(4),PJRM(4),PJA0(5),PJA1(5),PJA2(5),PJA3(5),PJA4(5),PJRM(5),Data,Obs,Vol.Ref.,Reg
128,ANTA        ,1 - Sudeste,19 - Furnas,129,0,129 - SIMPLICIO   ,129 - SIMPLICIO   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 - NÃO HÁ,0,0,100,0,1,0,128,0,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,0,D
129,SIMPLICIO   ,1 - Sudeste,19 - Furnas,300,0,130 - ILHA POMBOS ,0 - NÃO HÁ,127,127,252,252,127,127,252,0,0,0,0,11,0,0,0,0,-45,-29,-7,22,53,71,81,75,54,20,-10,-38,0,140,10,10,1 - Francis,1,1,100,0,1,6,0,2,Yes,2,3,102,103,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,127,D
130,ILHA POMBOS ,1 - Sudeste,17 - Light,130,0,186 - ITAOCARA I  ,0 - NÃO HÁ,8,8,136,136,8,8,136,0,0,0,0,4,0,0,0,0,16,20,36,37,36,31,29,26,30,21,12,10,0,102,0,4,1 - Francis,5,1,100,0,2,1,146,3,No,2,1,27,106,33,1,27,105,33,1,32,124,33,1,49,190,33,1,51,199,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,8,D
131,NILO PECANHA,1 - Sudeste,17 - Light,300,0,133 - P. PASSOS   ,0 - NÃO HÁ,38,38,399,399,38,38,399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,8,1 - Francis,2,1,100,0,2,4,0,5,No,2,2,48,18,309,4,71,27,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,38,D
132,FONTES      ,1 - Sudeste,17 - Light,202,0,133 - P. PASSOS   ,0 - NÃO HÁ,445,445,415,415,445,445,415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3,3,1 - Francis,2,1,100,0,2,21,0,3,No,2,1,44,17,303,2,44,17,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,445,D
133,P. PASSOS   ,1 - Sudeste,17 - Light,202,0,0 - NÃO HÁ,0 - NÃO HÁ,17,17,87,87,17,17,87,0,0,0,0,1,0,0,0,0,-39,-29,-10,26,64,73,90,85,57,17,-16,-29,0,49,1,2,1 - Francis,1,1,100,0,2,0,0,2,Yes,2,2,50,159,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,17,D
134,SALTO GRANDE,1 - Sudeste,18 - Cemig,134,0,135 - P. ESTRELA  ,0 - NÃO HÁ,78,78,356,356,78,78,356,0,0,0,0,6,0,0,0,0,-43,-10,11,28,46,65,97,87,64,39,8,-19,0,255,1,3,1 - Francis,2,1,100,0,1,6,18,1,No,2,2,27,35,93,2,24,31,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,78,D
138,BAU I       ,1 - Sudeste,100 -   _x000C_CACH.DOURADA,267,0,139 - CANDONGA    ,0 - NÃO HÁ,150,147,367,367,147,147,347,0,0,0,0,-77,0,0,0,0,-40,-18,6,21,46,62,86,78,58,35,5,-25,0,328,2,5,2 - Kaplan/Propeller,1,1,100,0,2,1,28,2,Yes,2,3,37,110,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,150,D
139,CANDONGA    ,1 - Sudeste,45 - ,149,0,141 - BAGUARI     ,0 - NÃO HÁ,54,54,328,328,54,54,284,3,0,0,0,3326,-44,0,0,0,-41,-15,6,23,48,67,90,81,59,37,5,-25,0,277,0,2,2 - Kaplan/Propeller,1,1,100,0,2,0,28,2,Yes,2,3,47,106,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,54,D
141,BAGUARI     ,1 - Sudeste,188 - _x000C_FOZ CHAPECO _x000C_            _x000C_PONTE NOVA  ,141,0,143 - AIMORES     ,0 - NÃO HÁ,38,31,185,185,31,31,180,0,0,0,0,-614,3,0,0,0,-11,5,37,57,76,71,72,42,31,21,11,-1,0,167,6,2,2 - Kaplan/Propeller,1,1,100,0,2,0,78,3,Yes,2,4,35,218,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,38,D
143,AIMORES     ,1 - Sudeste,18 - Cemig,148,0,144 - MASCARENHAS ,0 - NÃO HÁ,186,157,90,89,157,157,80,0,0,0,0,-162020,7307,-124,1,0,-22,-18,24,57,84,81,64,39,19,4,-14,-12,0,63,1,4,2 - Kaplan/Propeller,1,1,100,0,2,0,109,2,No,2,3,110,432,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,186,D
144,MASCARENHAS ,1 - Sudeste,205 -        _x000C_GUARAPIRANG,144,0,0 - NÃO HÁ,0 - NÃO HÁ,22,22,61,61,22,22,61,0,0,0,0,4,0,0,0,0,-46,-42,-7,27,72,95,96,73,44,12,-18,-28,0,40,4,6,2 - Kaplan/Propeller,1,1,100,0,2,1,125,3,Yes,2,4,50,304,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,22,D
149,MURTA       ,1 - Sudeste,129 - ,258,0,154 - ITAPEBI     ,0 - NÃO HÁ,340,339,330,330,339,339,290,0,0,0,0,2385,-20,0,0,0,1,11,50,81,85,80,66,50,67,37,26,15,0,288,2,5,1 - Francis,1,1,100,0,2,1,7,2,Yes,2,3,40,111,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,340,D
154,ITAPEBI     ,3 - Nordeste,82 - ,188,0,0 - NÃO HÁ,0 - NÃO HÁ,1634,1634,110,110,1634,1634,110,0,0,0,0,62,0,0,0,0,-43,-25,-10,25,54,66,74,65,50,14,-20,-30,0,30,1,4,1 - Francis,3,1,100,0,2,2,14,2,Yes,2,1,154,220,77,1,154,220,77,1,154,220,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1634,D
173,MOXOTO      ,3 - Nordeste,33 - CHESF,173,0,174 - P.AFONSO 123,175 - P.AFONSO 4  ,1226,1226,252,252,1226,1226,252,0,0,0,0,91,0,0,0,0,140,109,81,105,109,101,123,158,180,195,158,152,0,230,4,18,2 - Kaplan/Propeller,1,1,100,0,1,2,336,4,No,2,4,100,561,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1226,D
174,P.AFONSO 123,3 - Nordeste,33 - CHESF,175,0,178 - XINGO       ,0 - NÃO HÁ,26,26,230,230,26,26,230,0,0,0,0,5,0,0,0,0,140,109,81,105,109,101,123,158,180,195,158,152,0,146,4,18,1 - Francis,5,1,100,0,1,1,336,13,Yes,2,3,60,84,81,2,70,97,82,1,75,104,82,3,76,106,82,4,199,258,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,26,D
175,P.AFONSO 4  ,3 - Nordeste,33 - CHESF,300,0,178 - XINGO       ,0 - NÃO HÁ,121,121,252,252,121,121,252,0,0,0,0,117,0,0,0,0,140,109,81,105,109,101,123,158,180,195,158,152,0,136,4,18,1 - Francis,1,1,100,0,1,1,0,4,Yes,2,6,410,398,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,121,D
176,COMP PAF-MOX,3 - Nordeste,33 - CHESF,176,0,178 - XINGO       ,0 - NÃO HÁ,1226,1226,252,252,1226,1226,252,0,0,0,0,213,0,0,0,0,163,88,47,35,55,41,81,138,190,227,235,202,0,138,4,18,1 - Francis,1,1,100,0,2,1,336,1,No,2,1,4280,4199,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1226,D
178,XINGO       ,3 - Nordeste,33 - CHESF,178,0,0 - NÃO HÁ,0 - NÃO HÁ,3800,3800,138,138,3800,3800,138,0,0,0,0,60,0,0,0,0,163,88,47,35,55,41,81,138,190,227,235,202,0,17,9,2,1 - Francis,1,1,100,0,2,2,336,5,Yes,2,6,527,496,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,3800,D
180,TOCOS       ,1 - Sudeste,17 - Light,201,0,181 - SANTANA     ,124 - LAJES       ,2,2,448,448,2,2,448,0,0,0,0,1,0,0,0,0,0,4,24,22,19,19,15,18,22,8,6,6,0,440,0,0,0 - NÃO HÁ,0,1,100,0,1,0,3,0,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,2,D
181,SANTANA     ,1 - Sudeste,17 - Light,203,0,128 - ANTA        ,182 - VIGARIO     ,12,12,363,363,12,12,363,0,0,0,0,1,0,0,0,0,-15,-22,26,47,49,36,21,12,10,-7,-12,-2,0,356,0,0,0 - NÃO HÁ,0,1,100,0,1,0,4,0,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,12,D
182,VIGARIO     ,1 - Sudeste,17 - Light,300,0,131 - NILO PECANHA,184 - FONTES BC   ,38,38,399,399,38,38,399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0 - NÃO HÁ,0,1,100,0,1,0,0,0,No,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,38,D
183,FONTES A    ,1 - Sudeste,17 - Light,202,0,133 - P. PASSOS   ,0 - NÃO HÁ,467,467,415,415,467,467,415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3,3,1 - Francis,1,1,100,0,2,21,0,1,No,2,1,44,17,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,467,D
184,FONTES BC   ,1 - Sudeste,17 - Light,300,0,133 - P. PASSOS   ,0 - NÃO HÁ,38,38,399,399,38,38,399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,3,3,1 - Francis,1,1,100,0,2,5,0,2,No,2,2,44,17,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,38,D
186,ITAOCARA I  ,1 - Sudeste,17 - Light,199,0,0 - NÃO HÁ,0 - NÃO HÁ,413,413,90,90,413,413,90,0,0,0,0,40,0,0,0,0,-15,0,47,75,77,58,35,-5,-6,-7,-16,-15,0,61,2,6,2 - Kaplan/Propeller,1,1,100,0,2,0,153,2,Yes,2,2,75,312,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,413,D
192,GUILMAN-AMOR,1 - Sudeste,18 - Cemig,262,0,193 - SA CARVALHO ,0 - NÃO HÁ,12,12,495,495,12,12,495,0,0,0,0,1,0,0,0,0,-38,-20,4,20,41,54,78,79,52,32,2,-22,0,376,5,8,1 - Francis,1,1,100,0,2,4,11,3,No,2,4,35,34,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,12,D
193,SA CARVALHO ,1 - Sudeste,18 - Cemig,183,0,141 - BAGUARI     ,0 - NÃO HÁ,1,1,370,370,1,1,370,0,0,0,0,0,0,0,0,0,-18,-13,10,33,61,70,76,55,39,26,10,-4,0,255,12,2,1 - Francis,3,1,100,0,2,6,12,2,Yes,2,2,15,16,109,1,18,19,109,1,30,32,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1,D
194,TRAIRA II   ,1 - Sudeste,51 - Externas SE,265,0,143 - AIMORES     ,0 - NÃO HÁ,19,17,435,433,17,17,414,2,0,0,0,731,-3,0,0,0,-13,-2,30,54,67,65,59,36,27,23,16,7,0,298,2,7,1 - Francis,1,1,100,0,2,3,5,2,Yes,2,3,20,17,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,19,D
195,JAURU       ,1 - Sudeste,67 - ,295,0,0 - NÃO HÁ,0 - NÃO HÁ,17,16,355,355,17,16,350,0,0,0,0,-90,0,0,0,0,17,11,27,26,34,46,43,54,27,12,7,26,0,249,0,8,1 - Francis,2,1,100,0,2,4,55,2,Yes,2,2,39,42,103,1,39,43,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,17,D
196,GUAPORE     ,1 - Sudeste,70 - E MORAES_x000C_ESTREITO    _x000C_JAGUARA     ,296,0,285 - JIRAU       ,0 - NÃO HÁ,21,21,479,479,21,21,479,0,0,0,0,4,0,0,0,0,16,5,16,18,28,36,39,43,32,11,7,20,0,305,1,2,1 - Francis,1,1,100,0,2,7,26,2,Yes,2,3,40,28,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,21,D
