CodUsina,Usina,Sistema,Empresa,Posto,Posto BDH,Jusante,Desvio,Vol.Máx.(hm3),Vol.min.(hm3),Cota Máx.(m),Cota min.(m),Vol.Vert.(hm3),Vol.Desv.(hm3),PCV(0),PCV(1),PCV(2),PCV(3),PCV(4),PAC(0),PAC(1),PAC(2),PAC(3),PAC(4),Evap.Men.(1),Evap.Men.(2),Evap.Men.(3),Evap.Men.(4),Evap.Men.(5),Evap.Men.(6),Evap.Men.(7),Evap.Men.(8),Evap.Men.(9),Evap.Men.(10),Evap.Men.(11),Evap.Men.(12),Prod.Esp.(MW/m3/s/m),Canal Fuga Médio(m),TEIF(%),IP(%),Tipo Turbina,Num.Conj.Máq.,Num.Pols.Jus.,Fat.Carga Máx.(%),Fat.Carga mín.(%),Tipo Perdas(1=%/2=M/3=K),Valor Perdas,Vazão Mín.Hist.(m3/s),Num.Unid.Base,Infl.Vert.Canal de Fuga,Rep.Conj(0=aprox/1=det/2=simp),#Maq(1),PotEf(1),QEf(1),HEf(1),#Maq(2),PotEf(2),QEf(2),HEf(2),#Maq(3),PotEf(3),QEf(3),HEf(3),#Maq(4),PotEf(4),QEf(4),HEf(4),#Maq(5),PotEf(5),QEf(5),HEf(5),QHTA0(1),QHTA1(1),QHTA2(1),QHTA3(1),QHTA4(1),QHTA0(2),QHTA1(2),QHTA2(2),QHTA3(2),QHTA4(2),QHTA0(3),QHTA1(3),QHTA2(3),QHTA3(3),QHTA4(3),QHTA0(4),QHTA1(4),QHTA2(4),QHTA3(4),QHTA4(4),QHTA0(5),QHTA1(5),QHTA2(5),QHTA3(5),QHTA4(5),QHGA0(1),QHGA1(1),QHGA2(1),QHGA3(1),QHGA4(1),QHGA0(2),QHGA1(2),QHGA2(2),QHGA3(2),QHGA4(2),QHGA0(3),QHGA1(3),QHGA2(3),QHGA3(3),QHGA4(3),QHGA0(4),QHGA1(4),QHGA2(4),QHGA3(4),QHGA4(4),QHGA0(5),QHGA1(5),QHGA2(5),QHGA3(5),QHGA4(5),PHA0(1),PHA1(1),PHA2(1),PHA3(1),PHA4(1),PHA0(2),PHA1(2),PHA2(2),PHA3(2),PHA4(2),PHA0(3),PHA1(3),PHA2(3),PHA3(3),PHA4(3),PHA0(4),PHA1(4),PHA2(4),PHA3(4),PHA4(4),PHA0(5),PHA1(5),PHA2(5),PHA3(5),PHA4(4),PJA0(1),PJA1(1),PJA2(1),PJA3(1),PJA4(1),PJRM(1),PJA0(2),PJA1(2),PJA2(2),PJA3(2),PJA4(2),PJRM(2),PJA0(3),PJA1(3),PJA2(3),PJA3(3),PJA4(3),PJRM(3),PJA0(4),PJA1(4),PJA2(4),PJA3(4),PJA4(4),PJRM(4),PJA0(5),PJA1(5),PJA2(5),PJA3(5),PJA4(5),PJRM(5),Data,Obs,Vol.Ref.,Reg
302,FICT.LAJEADO,4 - Norte,86 - TALHA     _x000C_SERRA FACAO _x000C_BOCAINA     ,273,0,267 - ESTREITO TOC,0 - NÃO HÁ,4940,4940,212,212,4940,4940,212,0,0,0,0,626,0,0,0,0,12,7,9,3,15,42,66,78,79,48,26,30,0,176,0,0,2 - Kaplan/Propeller,1,1,100,0,2,1,259,3,Yes,2,0,181,680,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,4940,D
304,ITIQUIRA I  ,1 - Sudeste,235 -  _x000C_BAGUARI     ,259,0,305 - ITIQUIRA II ,0 - NÃO HÁ,5,5,412,412,5,5,412,0,0,0,0,2,0,0,0,0,12,7,14,19,41,34,45,73,72,14,19,19,0,320,1,7,1 - Francis,1,1,100,0,2,6,17,2,No,2,2,30,40,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,5,D
305,ITIQUIRA II ,1 - Sudeste,235 -  _x000C_BAGUARI     ,252,0,0 - NÃO HÁ,0 - NÃO HÁ,1,1,320,320,1,1,320,0,0,0,0,0,0,0,0,0,12,7,14,19,41,34,45,73,72,14,19,19,0,181,2,6,1 - Francis,1,1,100,0,2,2,17,2,Yes,2,2,48,39,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1,D
306,FICT.SAO SAL,4 - Norte,24 - Eletrosul,253,0,303 - FICT.PEIXE A,0 - NÃO HÁ,952,952,287,287,952,952,265,0,0,0,0,104,0,0,0,0,32,7,15,21,42,55,60,71,91,61,46,36,0,263,0,0,2 - Kaplan/Propeller,1,1,100,0,2,1,107,2,Yes,2,0,122,585,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,952,D
307,FICT.MURTA  ,3 - Nordeste,129 - ,258,0,154 - ITAPEBI     ,0 - NÃO HÁ,340,339,330,330,339,339,290,0,0,0,0,2385,-20,0,0,0,1,11,50,81,85,80,66,50,67,37,26,15,0,288,0,0,1 - Francis,1,1,100,0,2,1,7,2,Yes,2,0,40,111,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,340,D
310,DARDANELOS  ,1 - Sudeste,224 - ,291,0,0 - NÃO HÁ,0 - NÃO HÁ,0,0,214,214,0,0,214,0,0,0,0,0,0,0,0,0,31,18,18,12,13,11,14,34,26,23,20,47,0,115,1,3,1 - Francis,2,1,100,0,2,2,27,2,Yes,2,4,58,68,96,1,29,34,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,0,D
312,B. COQUEIROS,1 - Sudeste,121 -    _x000C_CHAVANTES   ,248,0,313 - ITAGUACU    ,0 - NÃO HÁ,348,300,448,446,300,300,418,0,0,0,0,1267730,-11319,38,0,0,12,7,22,42,64,70,68,68,67,20,6,25,0,410,2,2,2 - Kaplan/Propeller,1,1,100,0,2,0,56,2,Yes,2,2,45,139,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,348,D
313,ITAGUACU    ,1 - Sudeste,51 - Externas SE,313,0,315 - FOZ R. CLARO,0 - NÃO HÁ,1794,1794,412,412,1794,1794,412,0,0,0,0,122,0,0,0,0,12,11,25,45,66,71,67,66,63,21,5,26,0,353,3,8,1 - Francis,1,1,100,0,2,1,61,2,Yes,2,2,65,128,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,1794,D
314,PIMENTAL    ,4 - Norte,37 - Eletronorte,288,18900090,0 - NÃO HÁ,0 - NÃO HÁ,4802,4802,97,97,4802,4802,77,0,0,0,0,203665,-9270,158,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,2,5,2 - Kaplan/Propeller,1,1,100,0,2,0,380,5,Yes,2,6,39,411,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,4802,D
315,FOZ R. CLARO,1 - Sudeste,227 - ,261,0,34 - I. SOLTEIRA ,0 - NÃO HÁ,95,95,354,354,95,95,354,0,0,0,0,8,0,0,0,0,-17,0,3,53,82,76,98,120,97,36,-12,-15,0,326,0,4,2 - Kaplan/Propeller,1,1,100,0,2,1,62,2,Yes,2,2,34,149,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,95,D
318,FICT.STA BRA,1 - Sudeste,277 - 123_x000C_P.AFONSO 4  ,54,0,319 - FICT.MAUA   ,0 - NÃO HÁ,151,151,765,765,151,151,750,0,0,0,0,711,-3,0,0,0,-32,-13,14,42,69,77,73,61,50,10,-11,-17,0,723,0,0,2 - Kaplan/Propeller,1,1,100,0,2,1,8,2,Yes,2,0,31,87,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42824,                                           ,151,D
