&XXXXXX;XXXXX ;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ;XXXXXXXXXX ;XXX ;X;
&      ;CODIGO;NOME: Usina, Barra e Tipo de Usina       ;PMAX       ;FCAP;C;
&XXXXXX;XXXXX ;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX ;XXXXXXXXXX ;XXX ;X;
EOLICA-GERACAO ; 1115 ; 6 ;11 ;0 ; 6 ;11 ;1 ;         5 ;
EOLICA-GERACAO ; 1115 ; 6 ;11 ;1 ; 6 ;12 ;1 ;         3 ;
EOLICA-GERACAO ; 1115 ; 6 ;12 ;1 ; 6 ;14 ;0 ;         4 ;
EOLICA-GERACAO ; 1115 ; 6 ;14 ;0 ; 6 ;15 ;1 ;         5 ;
EOLICA-GERACAO ; 1115 ; 6 ;15 ;1 ; 6 ;17 ;1 ;         6 ;
EOLICA-GERACAO ; 1115 ; 6 ;17 ;1 ; 6 ;18 ;0 ;         8 ;
EOLICA-GERACAO ; 1115 ; 6 ;18 ;0 ; 6 ;18 ;1 ;         9 ;
EOLICA-GERACAO ; 1115 ; 6 ;18 ;1 ; 6 ;19 ;0 ;        11 ;
EOLICA-GERACAO ; 1115 ; 6 ;19 ;0 ; 6 ;19 ;1 ;        14 ;
EOLICA-GERACAO ; 1115 ; 6 ;19 ;1 ; 6 ;20 ;0 ;        16 ;
EOLICA-GERACAO ; 1115 ; 6 ;20 ;0 ; 6 ;20 ;1 ;        18 ;
EOLICA-GERACAO ; 1115 ; 6 ;20 ;1 ; 6 ;21 ;0 ;        19 ;
EOLICA-GERACAO ; 1115 ; 6 ;21 ;0 ; 6 ;21 ;1 ;        20 ;
EOLICA-GERACAO ; 1115 ; 6 ;21 ;1 ; 6 ;22 ;0 ;        21 ;
EOLICA-GERACAO ; 1115 ; 6 ;22 ;0 ; 6 ;22 ;1 ;        23 ;
EOLICA-GERACAO ; 1115 ; 6 ;22 ;1 ; 6 ;23 ;0 ;        24 ;
EOLICA-GERACAO ; 1115 ; 6 ;23 ;0 ; 6 ;23 ;1 ;        25 ;
EOLICA-GERACAO ; 1115 ; 6 ;23 ;1 ; 7 ; 0 ;0 ;        26 ;
EOLICA-GERACAO ; 1115 ; 7 ; 0 ;0 ; 7 ; 2 ;0 ;        28 ;
EOLICA-GERACAO ; 1115 ; 7 ; 2 ;0 ; 7 ; 3 ;0 ;        27 ;
EOLICA-GERACAO ; 1115 ; 7 ; 3 ;0 ; 7 ; 5 ;0 ;        26 ;
EOLICA-GERACAO ; 1115 ; 7 ; 5 ;0 ; 7 ; 6 ;0 ;        25 ;
EOLICA-GERACAO ; 1115 ; 7 ; 6 ;0 ; 7 ; 6 ;1 ;        24 ;
EOLICA-GERACAO ; 1115 ; 7 ; 6 ;1 ; 7 ; 7 ;0 ;        22 ;
EOLICA-GERACAO ; 1115 ; 7 ; 7 ;0 ; 7 ; 7 ;1 ;        20 ;
EOLICA-GERACAO ; 1115 ; 7 ; 7 ;1 ; 7 ; 8 ;0 ;        19 ;
EOLICA-GERACAO ; 1115 ; 7 ; 8 ;0 ; 7 ; 8 ;1 ;        17 ;
EOLICA-GERACAO ; 1115 ; 7 ; 8 ;1 ; 7 ; 9 ;0 ;        16 ;
EOLICA-GERACAO ; 1115 ; 7 ; 9 ;0 ; 7 ; 9 ;1 ;        14 ;
EOLICA-GERACAO ; 1115 ; 7 ; 9 ;1 ; 7 ;10 ;0 ;        13 ;
EOLICA-GERACAO ; 1115 ; 7 ;10 ;0 ; 7 ;10 ;1 ;        11 ;
EOLICA-GERACAO ; 1115 ; 7 ;10 ;1 ; 7 ;11 ;0 ;        10 ;
EOLICA-GERACAO ; 1115 ; 7 ;11 ;0 ; 7 ;11 ;1 ;         9 ;
EOLICA-GERACAO ; 1115 ; 7 ;11 ;1 ; 7 ;15 ;1 ;         8 ;
EOLICA-GERACAO ; 1115 ; 7 ;15 ;1 ; 7 ;17 ;1 ;         9 ;
EOLICA-GERACAO ; 1115 ; 7 ;17 ;1 ; 7 ;18 ;0 ;        10 ;
EOLICA-GERACAO ; 1115 ; 7 ;18 ;0 ; 7 ;18 ;1 ;        12 ;
EOLICA-GERACAO ; 1115 ; 7 ;18 ;1 ; 7 ;19 ;0 ;        14 ;
EOLICA-GERACAO ; 1115 ; 7 ;19 ;0 ; 7 ;19 ;1 ;        16 ;
EOLICA-GERACAO ; 1115 ; 7 ;19 ;1 ; 7 ;20 ;0 ;        19 ;
EOLICA-GERACAO ; 1115 ; 7 ;20 ;0 ; 7 ;20 ;1 ;        21 ;
EOLICA-GERACAO ; 1115 ; 7 ;20 ;1 ; 7 ;21 ;0 ;        24 ;
EOLICA-GERACAO ; 1115 ; 7 ;21 ;0 ; 7 ;21 ;1 ;        26 ;
EOLICA-GERACAO ; 1115 ; 7 ;21 ;1 ; 7 ;22 ;0 ;        28 ;
EOLICA-GERACAO ; 1115 ; 7 ;22 ;0 ; 7 ;22 ;1 ;        31 ;
EOLICA-GERACAO ; 1115 ; 7 ;22 ;1 ; 7 ;23 ;0 ;        34 ;
EOLICA-GERACAO ; 1115 ; 7 ;23 ;0 ; 7 ;23 ;1 ;        38 ;
EOLICA-GERACAO ; 1115 ; 7 ;23 ;1 ; 8 ; 0 ;0 ;        43 ;
EOLICA-GERACAO ; 1116 ; 1 ; 0 ;0 ; 1 ; 0 ;1 ;        63 ;
EOLICA-GERACAO ; 1116 ; 1 ; 0 ;1 ; 1 ; 1 ;0 ;        64 ;
EOLICA-GERACAO ; 1116 ; 1 ; 1 ;0 ; 1 ; 1 ;1 ;        65 ;
EOLICA-GERACAO ; 1116 ; 1 ; 1 ;1 ; 1 ; 2 ;0 ;        66 ;
EOLICA-GERACAO ; 1116 ; 1 ; 2 ;0 ; 1 ; 2 ;1 ;        68 ;
EOLICA-GERACAO ; 1116 ; 1 ; 2 ;1 ; 1 ; 3 ;1 ;        69 ;
EOLICA-GERACAO ; 1116 ; 1 ; 3 ;1 ; 1 ; 4 ;0 ;        70 ;
EOLICA-GERACAO ; 1116 ; 1 ; 4 ;0 ; 1 ; 5 ;0 ;        71 ;
EOLICA-GERACAO ; 1116 ; 1 ; 5 ;0 ; 1 ; 6 ;0 ;        70 ;
EOLICA-GERACAO ; 1116 ; 1 ; 6 ;0 ; 1 ; 6 ;1 ;        69 ;
EOLICA-GERACAO ; 1116 ; 1 ; 6 ;1 ; 1 ; 7 ;0 ;        68 ;
EOLICA-GERACAO ; 1116 ; 1 ; 7 ;0 ; 1 ; 7 ;1 ;        67 ;
EOLICA-GERACAO ; 1116 ; 1 ; 7 ;1 ; 1 ; 8 ;0 ;        66 ;
EOLICA-GERACAO ; 1116 ; 1 ; 8 ;0 ; 1 ; 8 ;1 ;        61 ;
EOLICA-GERACAO ; 1116 ; 1 ; 8 ;1 ; 1 ; 9 ;0 ;        55 ;
EOLICA-GERACAO ; 1116 ; 1 ; 9 ;0 ; 1 ; 9 ;1 ;        49 ;
EOLICA-GERACAO ; 1116 ; 1 ; 9 ;1 ; 1 ;10 ;0 ;        45 ;
EOLICA-GERACAO ; 1116 ; 1 ;10 ;0 ; 1 ;10 ;1 ;        42 ;
EOLICA-GERACAO ; 1116 ; 1 ;10 ;1 ; 1 ;11 ;0 ;        38 ;
EOLICA-GERACAO ; 1116 ; 1 ;11 ;0 ; 1 ;11 ;1 ;        33 ;
EOLICA-GERACAO ; 1116 ; 1 ;11 ;1 ; 1 ;12 ;0 ;        28 ;
EOLICA-GERACAO ; 1116 ; 1 ;12 ;0 ; 1 ;12 ;1 ;        20 ;
EOLICA-GERACAO ; 1116 ; 1 ;12 ;1 ; 1 ;15 ;0 ;        16 ;
EOLICA-GERACAO ; 1116 ; 1 ;15 ;0 ; 1 ;15 ;1 ;        17 ;
EOLICA-GERACAO ; 1116 ; 1 ;15 ;1 ; 1 ;16 ;0 ;        19 ;
EOLICA-GERACAO ; 1116 ; 1 ;16 ;0 ; 1 ;16 ;1 ;        20 ;
EOLICA-GERACAO ; 1116 ; 1 ;16 ;1 ; 1 ;17 ;1 ;        21 ;
EOLICA-GERACAO ; 1116 ; 1 ;17 ;1 ; 1 ;18 ;0 ;        23 ;
EOLICA-GERACAO ; 1116 ; 1 ;18 ;0 ; 1 ;18 ;1 ;        26 ;
EOLICA-GERACAO ; 1116 ; 1 ;18 ;1 ; 1 ;19 ;0 ;        30 ;
EOLICA-GERACAO ; 1116 ; 1 ;19 ;0 ; 1 ;19 ;1 ;        33 ;
EOLICA-GERACAO ; 1116 ; 1 ;19 ;1 ; 1 ;21 ;0 ;        36 ;
EOLICA-GERACAO ; 1116 ; 1 ;21 ;0 ; 1 ;21 ;1 ;        38 ;
EOLICA-GERACAO ; 1116 ; 1 ;21 ;1 ; 1 ;22 ;0 ;        40 ;
EOLICA-GERACAO ; 1116 ; 1 ;22 ;0 ; 1 ;22 ;1 ;        44 ;
EOLICA-GERACAO ; 1116 ; 1 ;22 ;1 ; 1 ;23 ;0 ;        47 ;
EOLICA-GERACAO ; 1116 ; 1 ;23 ;0 ; 1 ;23 ;1 ;        51 ;
EOLICA-GERACAO ; 1116 ; 1 ;23 ;1 ; 2 ; 0 ;0 ;        56 ;
EOLICA-GERACAO ; 1116 ; 2 ; 0 ;0 ; 2 ; 0 ;1 ;        60 ;
EOLICA-GERACAO ; 1116 ; 2 ; 0 ;1 ; 2 ; 2 ;0 ;        59 ;
EOLICA-GERACAO ; 1116 ; 2 ; 2 ;0 ; 2 ; 2 ;1 ;        60 ;
EOLICA-GERACAO ; 1116 ; 2 ; 2 ;1 ; 2 ; 3 ;1 ;        61 ;
EOLICA-GERACAO ; 1116 ; 2 ; 3 ;1 ; 2 ; 4 ;1 ;        62 ;
EOLICA-GERACAO ; 1116 ; 2 ; 4 ;1 ; 2 ; 5 ;0 ;        61 ;
EOLICA-GERACAO ; 1116 ; 2 ; 5 ;0 ; 2 ; 5 ;1 ;        60 ;
EOLICA-GERACAO ; 1116 ; 2 ; 5 ;1 ; 2 ; 6 ;0 ;        58 ;
EOLICA-GERACAO ; 1116 ; 2 ; 6 ;0 ; 2 ; 6 ;1 ;        56 ;
EOLICA-GERACAO ; 1116 ; 2 ; 6 ;1 ; 2 ; 7 ;0 ;        54 ;
EOLICA-GERACAO ; 1116 ; 2 ; 7 ;0 ; 2 ; 7 ;1 ;        50 ;
EOLICA-GERACAO ; 1116 ; 2 ; 7 ;1 ; 2 ; 8 ;0 ;        46 ;
EOLICA-GERACAO ; 1116 ; 2 ; 8 ;0 ; 2 ; 8 ;1 ;        40 ;
EOLICA-GERACAO ; 1116 ; 2 ; 8 ;1 ; 2 ; 9 ;0 ;        33 ;
EOLICA-GERACAO ; 1116 ; 2 ; 9 ;0 ; 2 ; 9 ;1 ;        27 ;
EOLICA-GERACAO ; 1116 ; 2 ; 9 ;1 ; 2 ;10 ;0 ;        22 ;
EOLICA-GERACAO ; 1116 ; 2 ;10 ;0 ; 2 ;10 ;1 ;        19 ;
EOLICA-GERACAO ; 1116 ; 2 ;10 ;1 ; 2 ;11 ;0 ;        15 ;
EOLICA-GERACAO ; 1116 ; 2 ;11 ;0 ; 2 ;11 ;1 ;        11 ;
EOLICA-GERACAO ; 1116 ; 2 ;11 ;1 ; 2 ;12 ;0 ;         8 ;
EOLICA-GERACAO ; 1116 ; 2 ;12 ;0 ; 2 ;12 ;1 ;         6 ;
EOLICA-GERACAO ; 1116 ; 2 ;12 ;1 ; 2 ;13 ;1 ;         4 ;
EOLICA-GERACAO ; 1116 ; 2 ;13 ;1 ; 2 ;15 ;0 ;         5 ;
EOLICA-GERACAO ; 1116 ; 2 ;15 ;0 ; 2 ;15 ;1 ;         6 ;
EOLICA-GERACAO ; 1116 ; 2 ;15 ;1 ; 2 ;16 ;0 ;         8 ;
EOLICA-GERACAO ; 1116 ; 2 ;16 ;0 ; 2 ;16 ;1 ;        10 ;
EOLICA-GERACAO ; 1116 ; 2 ;16 ;1 ; 2 ;17 ;0 ;        14 ;
EOLICA-GERACAO ; 1116 ; 2 ;17 ;0 ; 2 ;17 ;1 ;        20 ;
EOLICA-GERACAO ; 1116 ; 2 ;17 ;1 ; 2 ;18 ;0 ;        27 ;
EOLICA-GERACAO ; 1116 ; 2 ;18 ;0 ; 2 ;18 ;1 ;        36 ;
EOLICA-GERACAO ; 1116 ; 2 ;18 ;1 ; 2 ;19 ;0 ;        42 ;
EOLICA-GERACAO ; 1116 ; 2 ;19 ;0 ; 2 ;19 ;1 ;        45 ;
EOLICA-GERACAO ; 1116 ; 2 ;19 ;1 ; 2 ;20 ;0 ;        46 ;
EOLICA-GERACAO ; 1116 ; 2 ;20 ;0 ; 2 ;20 ;1 ;        47 ;
EOLICA-GERACAO ; 1116 ; 2 ;20 ;1 ; 2 ;21 ;0 ;        49 ;
EOLICA-GERACAO ; 1116 ; 2 ;21 ;0 ; 2 ;21 ;1 ;        52 ;
EOLICA-GERACAO ; 1116 ; 2 ;21 ;1 ; 2 ;22 ;0 ;        54 ;
EOLICA-GERACAO ; 1116 ; 2 ;22 ;0 ; 2 ;22 ;1 ;        55 ;
EOLICA-GERACAO ; 1116 ; 2 ;22 ;1 ; 2 ;23 ;0 ;        56 ;
EOLICA-GERACAO ; 1116 ; 2 ;23 ;0 ; 2 ;23 ;1 ;        57 ;
EOLICA-GERACAO ; 1116 ; 2 ;23 ;1 ; 3 ; 0 ;0 ;        58 ;
EOLICA-GERACAO ; 1116 ; 3 ; 0 ;0 ; 3 ; 0 ;1 ;        60 ;
EOLICA-GERACAO ; 1116 ; 3 ; 0 ;1 ; 3 ; 1 ;0 ;        59 ;
EOLICA-GERACAO ; 1116 ; 3 ; 1 ;0 ; 3 ; 2 ;0 ;        58 ;
EOLICA-GERACAO ; 1116 ; 3 ; 2 ;0 ; 3 ; 4 ;1 ;        57 ;
EOLICA-GERACAO ; 1116 ; 3 ; 4 ;1 ; 3 ; 5 ;0 ;        55 ;
EOLICA-GERACAO ; 1116 ; 3 ; 5 ;0 ; 3 ; 5 ;1 ;        53 ;
EOLICA-GERACAO ; 1116 ; 3 ; 5 ;1 ; 3 ; 6 ;0 ;        51 ;
EOLICA-GERACAO ; 1116 ; 3 ; 6 ;0 ; 3 ; 6 ;1 ;        50 ;
EOLICA-GERACAO ; 1116 ; 3 ; 6 ;1 ; 3 ; 7 ;0 ;        48 ;
EOLICA-GERACAO ; 1116 ; 3 ; 7 ;0 ; 3 ; 7 ;1 ;        45 ;
EOLICA-GERACAO ; 1116 ; 3 ; 7 ;1 ; 3 ; 8 ;0 ;        41 ;
EOLICA-GERACAO ; 1116 ; 3 ; 8 ;0 ; 3 ; 8 ;1 ;        35 ;
EOLICA-GERACAO ; 1116 ; 3 ; 8 ;1 ; 3 ; 9 ;0 ;        28 ;
EOLICA-GERACAO ; 1116 ; 3 ; 9 ;0 ; 3 ; 9 ;1 ;        22 ;
EOLICA-GERACAO ; 1116 ; 3 ; 9 ;1 ; 3 ;10 ;0 ;        17 ;
EOLICA-GERACAO ; 1116 ; 3 ;10 ;0 ; 3 ;10 ;1 ;        14 ;
EOLICA-GERACAO ; 1116 ; 3 ;10 ;1 ; 3 ;11 ;0 ;        10 ;
EOLICA-GERACAO ; 1116 ; 3 ;11 ;0 ; 3 ;11 ;1 ;         8 ;
EOLICA-GERACAO ; 1116 ; 3 ;11 ;1 ; 3 ;12 ;0 ;         6 ;
EOLICA-GERACAO ; 1116 ; 3 ;12 ;0 ; 3 ;12 ;1 ;         4 ;
EOLICA-GERACAO ; 1116 ; 3 ;12 ;1 ; 3 ;14 ;0 ;         3 ;
EOLICA-GERACAO ; 1116 ; 3 ;14 ;0 ; 3 ;15 ;0 ;         4 ;
EOLICA-GERACAO ; 1116 ; 3 ;15 ;0 ; 3 ;15 ;1 ;         5 ;
EOLICA-GERACAO ; 1116 ; 3 ;15 ;1 ; 3 ;16 ;0 ;         6 ;
EOLICA-GERACAO ; 1116 ; 3 ;16 ;0 ; 3 ;16 ;1 ;         8 ;
EOLICA-GERACAO ; 1116 ; 3 ;16 ;1 ; 3 ;17 ;0 ;        10 ;
EOLICA-GERACAO ; 1116 ; 3 ;17 ;0 ; 3 ;17 ;1 ;        13 ;
EOLICA-GERACAO ; 1116 ; 3 ;17 ;1 ; 3 ;18 ;0 ;        16 ;
EOLICA-GERACAO ; 1116 ; 3 ;18 ;0 ; 3 ;18 ;1 ;        20 ;
EOLICA-GERACAO ; 1116 ; 3 ;18 ;1 ; 3 ;19 ;0 ;        26 ;
EOLICA-GERACAO ; 1116 ; 3 ;19 ;0 ; 3 ;19 ;1 ;        31 ;
EOLICA-GERACAO ; 1116 ; 3 ;19 ;1 ; 3 ;20 ;0 ;        37 ;
EOLICA-GERACAO ; 1116 ; 3 ;20 ;0 ; 3 ;20 ;1 ;        41 ;
EOLICA-GERACAO ; 1116 ; 3 ;20 ;1 ; 3 ;21 ;0 ;        44 ;
EOLICA-GERACAO ; 1116 ; 3 ;21 ;0 ; 3 ;21 ;1 ;        47 ;
EOLICA-GERACAO ; 1116 ; 3 ;21 ;1 ; 3 ;22 ;0 ;        50 ;
EOLICA-GERACAO ; 1116 ; 3 ;22 ;0 ; 3 ;23 ;0 ;        52 ;
EOLICA-GERACAO ; 1116 ; 3 ;23 ;0 ; 3 ;23 ;1 ;        53 ;
EOLICA-GERACAO ; 1116 ; 3 ;23 ;1 ; 4 ; 0 ;0 ;        54 ;
EOLICA-GERACAO ; 1116 ; 4 ; 0 ;0 ; 4 ; 1 ;1 ;        56 ;
EOLICA-GERACAO ; 1116 ; 4 ; 1 ;1 ; 4 ; 2 ;0 ;        57 ;
EOLICA-GERACAO ; 1116 ; 4 ; 2 ;0 ; 4 ; 3 ;0 ;        58 ;
EOLICA-GERACAO ; 1116 ; 4 ; 3 ;0 ; 4 ; 3 ;1 ;        59 ;
EOLICA-GERACAO ; 1116 ; 4 ; 3 ;1 ; 4 ; 4 ;0 ;        60 ;
EOLICA-GERACAO ; 1116 ; 4 ; 4 ;0 ; 4 ; 5 ;0 ;        61 ;
EOLICA-GERACAO ; 1116 ; 4 ; 5 ;0 ; 4 ; 6 ;0 ;        60 ;
EOLICA-GERACAO ; 1116 ; 4 ; 6 ;0 ; 4 ; 6 ;1 ;        59 ;
EOLICA-GERACAO ; 1116 ; 4 ; 6 ;1 ; 4 ; 7 ;0 ;        58 ;
EOLICA-GERACAO ; 1116 ; 4 ; 7 ;0 ; 4 ; 7 ;1 ;        56 ;
EOLICA-GERACAO ; 1116 ; 4 ; 7 ;1 ; 4 ; 8 ;0 ;        53 ;
EOLICA-GERACAO ; 1116 ; 4 ; 8 ;0 ; 4 ; 8 ;1 ;        47 ;
EOLICA-GERACAO ; 1116 ; 4 ; 8 ;1 ; 4 ; 9 ;0 ;        41 ;
EOLICA-GERACAO ; 1116 ; 4 ; 9 ;0 ; 4 ; 9 ;1 ;        35 ;
EOLICA-GERACAO ; 1116 ; 4 ; 9 ;1 ; 4 ;10 ;0 ;        30 ;
EOLICA-GERACAO ; 1116 ; 4 ;10 ;0 ; 4 ;10 ;1 ;        25 ;
EOLICA-GERACAO ; 1116 ; 4 ;10 ;1 ; 4 ;11 ;0 ;        20 ;
EOLICA-GERACAO ; 1116 ; 4 ;11 ;0 ; 4 ;11 ;1 ;        16 ;
EOLICA-GERACAO ; 1116 ; 4 ;11 ;1 ; 4 ;12 ;0 ;        12 ;
EOLICA-GERACAO ; 1116 ; 4 ;12 ;0 ; 4 ;12 ;1 ;         8 ;
EOLICA-GERACAO ; 1116 ; 4 ;12 ;1 ; 4 ;15 ;0 ;         6 ;
EOLICA-GERACAO ; 1116 ; 4 ;15 ;0 ; 4 ;15 ;1 ;         7 ;
EOLICA-GERACAO ; 1116 ; 4 ;15 ;1 ; 4 ;16 ;1 ;         8 ;
EOLICA-GERACAO ; 1116 ; 4 ;16 ;1 ; 4 ;17 ;0 ;         9 ;
EOLICA-GERACAO ; 1116 ; 4 ;17 ;0 ; 4 ;17 ;1 ;        10 ;
EOLICA-GERACAO ; 1116 ; 4 ;17 ;1 ; 4 ;18 ;0 ;        12 ;
EOLICA-GERACAO ; 1116 ; 4 ;18 ;0 ; 4 ;18 ;1 ;        16 ;
EOLICA-GERACAO ; 1116 ; 4 ;18 ;1 ; 4 ;19 ;0 ;        20 ;
EOLICA-GERACAO ; 1116 ; 4 ;19 ;0 ; 4 ;19 ;1 ;        27 ;
EOLICA-GERACAO ; 1116 ; 4 ;19 ;1 ; 4 ;20 ;0 ;        34 ;
EOLICA-GERACAO ; 1116 ; 4 ;20 ;0 ; 4 ;20 ;1 ;        39 ;
EOLICA-GERACAO ; 1116 ; 4 ;20 ;1 ; 4 ;21 ;0 ;        44 ;
EOLICA-GERACAO ; 1116 ; 4 ;21 ;0 ; 4 ;21 ;1 ;        47 ;
EOLICA-GERACAO ; 1116 ; 4 ;21 ;1 ; 4 ;22 ;0 ;        50 ;
EOLICA-GERACAO ; 1116 ; 4 ;22 ;0 ; 4 ;22 ;1 ;        52 ;
EOLICA-GERACAO ; 1116 ; 4 ;22 ;1 ; 4 ;23 ;0 ;        53 ;
EOLICA-GERACAO ; 1116 ; 4 ;23 ;0 ; 4 ;23 ;1 ;        55 ;
EOLICA-GERACAO ; 1116 ; 4 ;23 ;1 ; 5 ; 0 ;1 ;        57 ;
EOLICA-GERACAO ; 1116 ; 5 ; 0 ;1 ; 5 ; 1 ;1 ;        58 ;
EOLICA-GERACAO ; 1116 ; 5 ; 1 ;1 ; 5 ; 3 ;1 ;        59 ;
EOLICA-GERACAO ; 1116 ; 5 ; 3 ;1 ; 5 ; 4 ;0 ;        60 ;
EOLICA-GERACAO ; 1116 ; 5 ; 4 ;0 ; 5 ; 5 ;1 ;        59 ;
EOLICA-GERACAO ; 1116 ; 5 ; 5 ;1 ; 5 ; 6 ;0 ;        58 ;
EOLICA-GERACAO ; 1116 ; 5 ; 6 ;0 ; 5 ; 6 ;1 ;        56 ;
EOLICA-GERACAO ; 1116 ; 5 ; 6 ;1 ; 5 ; 7 ;0 ;        54 ;
EOLICA-GERACAO ; 1116 ; 5 ; 7 ;0 ; 5 ; 7 ;1 ;        51 ;
EOLICA-GERACAO ; 1116 ; 5 ; 7 ;1 ; 5 ; 8 ;0 ;        46 ;
EOLICA-GERACAO ; 1116 ; 5 ; 8 ;0 ; 5 ; 8 ;1 ;        39 ;
EOLICA-GERACAO ; 1116 ; 5 ; 8 ;1 ; 5 ; 9 ;0 ;        32 ;
EOLICA-GERACAO ; 1116 ; 5 ; 9 ;0 ; 5 ; 9 ;1 ;        26 ;
EOLICA-GERACAO ; 1116 ; 5 ; 9 ;1 ; 5 ;10 ;0 ;        22 ;
EOLICA-GERACAO ; 1116 ; 5 ;10 ;0 ; 5 ;10 ;1 ;        18 ;
EOLICA-GERACAO ; 1116 ; 5 ;10 ;1 ; 5 ;11 ;0 ;        14 ;
EOLICA-GERACAO ; 1116 ; 5 ;11 ;0 ; 5 ;11 ;1 ;        11 ;
EOLICA-GERACAO ; 1116 ; 5 ;11 ;1 ; 5 ;12 ;0 ;         8 ;
EOLICA-GERACAO ; 1116 ; 5 ;12 ;0 ; 5 ;12 ;1 ;         5 ;
EOLICA-GERACAO ; 1116 ; 5 ;12 ;1 ; 5 ;14 ;0 ;         4 ;
EOLICA-GERACAO ; 1116 ; 5 ;14 ;0 ; 5 ;15 ;0 ;         5 ;
EOLICA-GERACAO ; 1116 ; 5 ;15 ;0 ; 5 ;16 ;0 ;         6 ;
EOLICA-GERACAO ; 1116 ; 5 ;16 ;0 ; 5 ;16 ;1 ;         7 ;
EOLICA-GERACAO ; 1116 ; 5 ;16 ;1 ; 5 ;17 ;0 ;         8 ;
EOLICA-GERACAO ; 1116 ; 5 ;17 ;0 ; 5 ;17 ;1 ;         9 ;
EOLICA-GERACAO ; 1116 ; 5 ;17 ;1 ; 5 ;18 ;0 ;        10 ;
EOLICA-GERACAO ; 1116 ; 5 ;18 ;0 ; 5 ;18 ;1 ;        13 ;
EOLICA-GERACAO ; 1116 ; 5 ;18 ;1 ; 5 ;19 ;0 ;        17 ;
EOLICA-GERACAO ; 1116 ; 5 ;19 ;0 ; 5 ;19 ;1 ;        21 ;
EOLICA-GERACAO ; 1116 ; 5 ;19 ;1 ; 5 ;20 ;0 ;        25 ;
EOLICA-GERACAO ; 1116 ; 5 ;20 ;0 ; 5 ;20 ;1 ;        28 ;
EOLICA-GERACAO ; 1116 ; 5 ;20 ;1 ; 5 ;21 ;0 ;        30 ;
EOLICA-GERACAO ; 1116 ; 5 ;21 ;0 ; 5 ;21 ;1 ;        33 ;
EOLICA-GERACAO ; 1116 ; 5 ;21 ;1 ; 5 ;22 ;0 ;        34 ;
EOLICA-GERACAO ; 1116 ; 5 ;22 ;0 ; 5 ;22 ;1 ;        35 ;
EOLICA-GERACAO ; 1116 ; 5 ;22 ;1 ; 5 ;23 ;0 ;        36 ;
EOLICA-GERACAO ; 1116 ; 5 ;23 ;0 ; 5 ;23 ;1 ;        37 ;
EOLICA-GERACAO ; 1116 ; 5 ;23 ;1 ; 6 ; 0 ;0 ;        39 ;
EOLICA-GERACAO ; 1116 ; 6 ; 0 ;0 ; 6 ; 1 ;1 ;        40 ;
EOLICA-GERACAO ; 1116 ; 6 ; 1 ;1 ; 6 ; 2 ;1 ;        39 ;
EOLICA-GERACAO ; 1116 ; 6 ; 2 ;1 ; 6 ; 3 ;0 ;        38 ;
EOLICA-GERACAO ; 1116 ; 6 ; 3 ;0 ; 6 ; 4 ;0 ;        37 ;
EOLICA-GERACAO ; 1116 ; 6 ; 4 ;0 ; 6 ; 5 ;0 ;        36 ;
EOLICA-GERACAO ; 1116 ; 6 ; 5 ;0 ; 6 ; 5 ;1 ;        35 ;
EOLICA-GERACAO ; 1116 ; 6 ; 5 ;1 ; 6 ; 6 ;0 ;        33 ;
EOLICA-GERACAO ; 1116 ; 6 ; 6 ;0 ; 6 ; 6 ;1 ;        31 ;
EOLICA-GERACAO ; 1116 ; 6 ; 6 ;1 ; 6 ; 7 ;0 ;        28 ;
EOLICA-GERACAO ; 1116 ; 6 ; 7 ;0 ; 6 ; 7 ;1 ;        25 ;
EOLICA-GERACAO ; 1116 ; 6 ; 7 ;1 ; 6 ; 8 ;0 ;        21 ;
EOLICA-GERACAO ; 1116 ; 6 ; 8 ;0 ; 6 ; 8 ;1 ;        16 ;
EOLICA-GERACAO ; 1116 ; 6 ; 8 ;1 ; 6 ; 9 ;0 ;        12 ;
EOLICA-GERACAO ; 1116 ; 6 ; 9 ;0 ; 6 ; 9 ;1 ;         9 ;
EOLICA-GERACAO ; 1116 ; 6 ; 9 ;1 ; 6 ;10 ;0 ;         7 ;
EOLICA-GERACAO ; 1116 ; 6 ;10 ;0 ; 6 ;10 ;1 ;         5 ;
EOLICA-GERACAO ; 1116 ; 6 ;10 ;1 ; 6 ;11 ;0 ;         4 ;
EOLICA-GERACAO ; 1116 ; 6 ;11 ;0 ; 6 ;11 ;1 ;         3 ;
EOLICA-GERACAO ; 1116 ; 6 ;11 ;1 ; 6 ;12 ;0 ;         2 ;
EOLICA-GERACAO ; 1116 ; 6 ;12 ;0 ; 6 ;13 ;0 ;         1 ;
EOLICA-GERACAO ; 1116 ; 6 ;13 ;0 ; 6 ;13 ;1 ;         2 ;
EOLICA-GERACAO ; 1116 ; 6 ;13 ;1 ; 6 ;14 ;0 ;         3 ;
EOLICA-GERACAO ; 1116 ; 6 ;14 ;0 ; 6 ;14 ;1 ;         4 ;
EOLICA-GERACAO ; 1116 ; 6 ;14 ;1 ; 6 ;15 ;0 ;         5 ;
EOLICA-GERACAO ; 1116 ; 6 ;15 ;0 ; 6 ;15 ;1 ;         6 ;
