& Proposta arquivo polijus.dat
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
& Cadastro das familias de curvas de jusante
&
& Usina: c�digo da usina hidraulica
& �ndice: �ndice da fam�lia (sequencial)
& HjusRef: n�vel de montante da usina de jusante para refer�ncia da fam�lia
& nPol: quantidade de polin�mios da fam�lia
&
&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&&
&         Usina    Indice   HjusRef    nPol
&XXXXXXX   XXXX     XXX    XXXXXXXXXX  XXX
PPPJUS     0040     001     0000000000000000.0D0 0000000000003863.1D0 0.35689420388388D+03 0.11907885518656D-02 -.95160549046478D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0040     001     0000000000003863.1D0 0000000000011142.8D0 0.35735158319314D+03 0.10314213994059D-02 -.10695788833357D-06 0.64102970909356D-11 -.15819020930947D-15
PPPJUS     0040     002     0000000000000000.0D0 0000000000000502.8D0 0.35720000000000D+03 0.13046787281219D-02 -.10397803917925D-05 -.72143895797051D-08 0.12404299151662D-10
PPPJUS     0040     002     0000000000000502.8D0 0000000000003863.1D0 0.35689420388388D+03 0.11907885518656D-02 -.95160549046478D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0040     002     0000000000003863.1D0 0000000000011142.8D0 0.35735158319314D+03 0.10314213994059D-02 -.10695788833357D-06 0.64102970909356D-11 -.15819020930947D-15
PPPJUS     0040     003     0000000000000000.0D0 0000000000000783.9D0 0.35750000000000D+03 0.67849010019353D-04 -.18758857721203D-06 0.68770824789456D-09 0.00000000000000D+01
PPPJUS     0040     003     0000000000000783.9D0 0000000000003863.1D0 0.35689420388388D+03 0.11907885518656D-02 -.95160549046478D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0040     003     0000000000003863.1D0 0000000000011142.8D0 0.35735158319314D+03 0.10314213994059D-02 -.10695788833357D-06 0.64102970909356D-11 -.15819020930947D-15
PPPJUS     0040     004     0000000000000000.0D0 0000000000002278.6D0 0.35770000000000D+03 0.46114608454774D-18 0.73985852959223D-06 -.31731940753172D-09 0.49195221463468D-13
PPPJUS     0040     004     0000000000002278.6D0 0000000000003863.1D0 0.35689420388388D+03 0.11907885518656D-02 -.95160549046478D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0040     004     0000000000003863.1D0 0000000000011142.8D0 0.35735158319314D+03 0.10314213994059D-02 -.10695788833357D-06 0.64102970909356D-11 -.15819020930947D-15
PPPJUS     0040     005     0000000000000000.0D0 0000000000002530.7D0 0.35800000000000D+03 0.35881115997749D-05 0.32509609249841D-06 -.48918498474410D-10 0.00000000000000D+01
PPPJUS     0040     005     0000000000002530.7D0 0000000000003863.1D0 0.35689420388388D+03 0.11907885518656D-02 -.95160549046478D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0040     005     0000000000003863.1D0 0000000000011142.8D0 0.35735158319314D+03 0.10314213994059D-02 -.10695788833357D-06 0.64102970909356D-11 -.15819020930947D-15
PPPJUS     0042     001     0000000000000000.0D0 0000000000005638.5D0 0.32398043724465D+03 0.33952000848946D-02 -.12291657017050D-05 0.23470622969024D-09 -.15972029642190D-13
PPPJUS     0042     001     0000000000005638.5D0 0000000000011676.7D0 0.32748704633342D+03 0.38553793749179D-03 0.16727746989598D-07 -.14661221091441D-11 0.45437716652819D-16
PPPJUS     0042     002     0000000000000000.0D0 0000000000001128.0D0 0.32550000000000D+03 0.21141609462641D-17 0.63445728557197D-06 0.70056121601607D-09 -.46665557613952D-12
PPPJUS     0042     002     0000000000001128.0D0 0000000000005638.5D0 0.32398043724465D+03 0.33952000848946D-02 -.12291657017050D-05 0.23470622969024D-09 -.15972029642190D-13
PPPJUS     0042     002     0000000000005638.5D0 0000000000011676.7D0 0.32748704633342D+03 0.38553793749179D-03 0.16727746989598D-07 -.14661221091441D-11 0.45437716652819D-16
PPPJUS     0042     003     0000000000000000.0D0 0000000000001729.5D0 0.32640000000000D+03 0.43678741129865D-05 -.74081365217689D-07 0.42897435537233D-09 -.12943515201506D-12
PPPJUS     0042     003     0000000000001729.5D0 0000000000005638.5D0 0.32398043724465D+03 0.33952000848946D-02 -.12291657017050D-05 0.23470622969024D-09 -.15972029642190D-13
PPPJUS     0042     003     0000000000005638.5D0 0000000000011676.7D0 0.32748704633342D+03 0.38553793749179D-03 0.16727746989598D-07 -.14661221091441D-11 0.45437716652819D-16
PPPJUS     0042     004     0000000000000000.0D0 0000000000003067.8D0 0.32720000000000D+03 0.15446700885685D-04 0.98249715138077D-07 0.61662476531820D-12 0.00000000000000D+01
PPPJUS     0042     004     0000000000003067.8D0 0000000000005638.5D0 0.32398043724465D+03 0.33952000848946D-02 -.12291657017050D-05 0.23470622969024D-09 -.15972029642190D-13
PPPJUS     0042     004     0000000000005638.5D0 0000000000011676.7D0 0.32748704633342D+03 0.38553793749179D-03 0.16727746989598D-07 -.14661221091441D-11 0.45437716652819D-16
PPPJUS     0042     005     0000000000000000.0D0 0000000000004086.0D0 0.32810000000000D+03 0.16583482370790D-05 -.47880410243276D-08 0.36339972376486D-11 0.22104746998662D-14
PPPJUS     0042     005     0000000000004086.0D0 0000000000005638.5D0 0.32398043724465D+03 0.33952000848946D-02 -.12291657017050D-05 0.23470622969024D-09 -.15972029642190D-13
PPPJUS     0042     005     0000000000005638.5D0 0000000000011676.7D0 0.32748704633342D+03 0.38553793749179D-03 0.16727746989598D-07 -.14661221091441D-11 0.45437716652819D-16
PPPJUS     0043     001     0000000000000000.0D0 0000000000003581.0D0 0.27966033127297D+03 0.26765340622003D-04 0.38569369235914D-06 -.60476489000307D-10 0.00000000000000D+01
PPPJUS     0043     001     0000000000003581.0D0 0000000000013603.0D0 0.27965979554054D+03 0.83798513767202D-03 -.68048734419634D-07 0.32071012890552D-11 -.62475917883780D-16
PPPJUS     0043     002     0000000000000000.0D0 0000000000001441.4D0 0.27970000000000D+03 0.18688261408843D-03 0.30720144745677D-06 -.23575830960304D-09 0.96728148756035D-13
PPPJUS     0043     002     0000000000001441.4D0 0000000000003581.0D0 0.27966033127297D+03 0.26765340622003D-04 0.38569369235914D-06 -.60476489000307D-10 0.00000000000000D+01
PPPJUS     0043     002     0000000000003581.0D0 0000000000013603.0D0 0.27965979554054D+03 0.83798513767202D-03 -.68048734419634D-07 0.32071012890552D-11 -.62475917883780D-16
PPPJUS     0043     003     0000000000000000.0D0 0000000000001780.6D0 0.27980000000000D+03 0.28731167139164D-04 0.39552995737313D-06 -.17234274571217D-09 0.45480218098514D-13
PPPJUS     0043     003     0000000000001780.6D0 0000000000003581.0D0 0.27966033127297D+03 0.26765340622003D-04 0.38569369235914D-06 -.60476489000307D-10 0.00000000000000D+01
PPPJUS     0043     003     0000000000003581.0D0 0000000000013603.0D0 0.27965979554054D+03 0.83798513767202D-03 -.68048734419634D-07 0.32071012890552D-11 -.62475917883780D-16
PPPJUS     0043     004     0000000000000000.0D0 0000000000002123.7D0 0.27990000000000D+03 0.14532144394126D-03 0.26494429482832D-07 0.98850869814718D-10 -.19540564908907D-13
PPPJUS     0043     004     0000000000002123.7D0 0000000000003581.0D0 0.27966033127297D+03 0.26765340622003D-04 0.38569369235914D-06 -.60476489000307D-10 0.00000000000000D+01
PPPJUS     0043     004     0000000000003581.0D0 0000000000013603.0D0 0.27965979554054D+03 0.83798513767202D-03 -.68048734419634D-07 0.32071012890552D-11 -.62475917883780D-16
PPPJUS     0045     001     0000000000000000.0D0 0000000000021178.7D0 0.25774441932619D+03 0.10679022747227D-04 0.28891295574138D-07 -.72802217978985D-12 0.00000000000000D+01
PPPJUS     0045     001     0000000000021178.7D0 0000000000046830.8D0 0.26357872465351D+03 -.45345868430887D-03 0.36219422014238D-07 -.77240588467696D-12 0.56177434477641D-17
PPPJUS     0046     001     0000000000000000.0D0 0000000000026803.3D0 0.23654184803646D+03 0.53382551806576D-19 0.32814011708258D-07 -.14449110208873D-11 0.19569059342322D-16
PPPJUS     0046     001     0000000000026803.3D0 0000000000062455.1D0 0.23561494891273D+03 0.39294096878556D-03 -.69117237287801D-08 0.71011942871273D-13 -.30237918443304D-18
PPPJUS     0047     001     0000000000000000.0D0 0000000000000951.1D0 0.53146027088177D+03 0.34568565855901D-02 -.45264652735421D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0047     001     0000000000000951.1D0 0000000000002857.4D0 0.52986783223631D+03 0.76386484028076D-02 -.40846440316230D-05 0.11725980683411D-08 -.13228044754838D-12
PPPJUS     0048     001     0000000000000000.0D0 0000000000000882.3D0 0.50377014627496D+03 0.11001937493429D-01 -.13932938299499D-04 0.69583563481076D-08 0.00000000000000D+01
PPPJUS     0048     001     0000000000000882.3D0 0000000000003355.4D0 0.50387030216970D+03 0.57136389209081D-02 -.23708874569792D-05 0.54573804350782D-09 -.50219026274038D-13
PPPJUS     0049     001     0000000000000000.0D0 0000000000001705.7D0 0.39769227465362D+03 0.38777459935970D-02 -.15400088973337D-05 0.81298128548360D-09 -.21762566024063D-12
PPPJUS     0049     001     0000000000001705.7D0 0000000000001917.6D0 0.66440532581562D+03 -.58272307240810D-00 0.48262471417962D-03 -.17700294471336D-06 0.24312973647111D-10
PPPJUS     0049     002     0000000000000000.0D0 0000000000000451.0D0 0.39842983989517D+03 0.45783215446262D-17 0.24948018686759D-05 0.79527701827139D-08 -.11441328805899D-10
PPPJUS     0049     002     0000000000000451.0D0 0000000000001705.7D0 0.39769227465362D+03 0.38777459935970D-02 -.15400088973337D-05 0.81298128548360D-09 -.21762566024063D-12
PPPJUS     0049     002     0000000000001705.7D0 0000000000001917.6D0 0.66440532581562D+03 -.58272307240810D-00 0.48262471417962D-03 -.17700294471336D-06 0.24312973647111D-10
PPPJUS     0050     001     0000000000000000.0D0 0000000000002272.5D0 0.36608574283721D+03 -.21071874228611D-17 0.26688180066679D-05 -.13171186007558D-08 0.20106524911571D-12
PPPJUS     0050     001     0000000000002272.5D0 0000000000006501.2D0 0.36553111209278D+03 0.28109837751664D-02 -.53469438516644D-06 0.58348015099969D-10 -.26028122400203D-14
PPPJUS     0050     002     0000000000000000.0D0 0000000000001020.5D0 0.36628900501992D+03 -.15347260207323D-16 0.23521877951861D-05 -.14616537357956D-08 0.45931877429711D-12
PPPJUS     0050     002     0000000000001020.5D0 0000000000002272.5D0 0.36608574283721D+03 -.21071874228611D-17 0.26688180066679D-05 -.13171186007558D-08 0.20106524911571D-12
PPPJUS     0050     002     0000000000002272.5D0 0000000000006501.2D0 0.36553111209278D+03 0.28109837751664D-02 -.53469438516644D-06 0.58348015099969D-10 -.26028122400203D-14
PPPJUS     0051     001     0000000000000000.0D0 0000000000002354.1D0 0.35107122062766D+03 0.61608637554720D-03 0.37857820323494D-06 -.10330690958797D-09 0.00000000000000D+01
PPPJUS     0051     001     0000000000002354.1D0 0000000000006611.4D0 0.35106656909292D+03 0.12315462852033D-02 -.14178631568068D-06 0.70376695901418D-11 0.00000000000000D+01
PPPJUS     0051     002     0000000000000000.0D0 0000000000001398.2D0 0.35109352895660D+03 0.60507738432031D-03 0.85173533605302D-06 -.79585152113862D-09 0.25147342783258D-12
PPPJUS     0051     002     0000000000001398.2D0 0000000000002354.1D0 0.35107122062766D+03 0.61608637554720D-03 0.37857820323494D-06 -.10330690958797D-09 0.00000000000000D+01
PPPJUS     0051     002     0000000000002354.1D0 0000000000006611.4D0 0.35106656909292D+03 0.12315462852033D-02 -.14178631568068D-06 0.70376695901418D-11 0.00000000000000D+01
PPPJUS     0051     003     0000000000000000.0D0 0000000000001622.3D0 0.35132635955191D+03 -.26373648423913D-17 0.14226871390567D-05 -.92727184250234D-09 0.21863947730629D-12
PPPJUS     0051     003     0000000000001622.3D0 0000000000002354.1D0 0.35107122062766D+03 0.61608637554720D-03 0.37857820323494D-06 -.10330690958797D-09 0.00000000000000D+01
PPPJUS     0051     003     0000000000002354.1D0 0000000000006611.4D0 0.35106656909292D+03 0.12315462852033D-02 -.14178631568068D-06 0.70376695901418D-11 0.00000000000000D+01
PPPJUS     0052     001     0000000000000000.0D0 0000000000000986.6D0 0.33357201227290D+03 0.17621464571354D-02 -.49648600883676D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0052     001     0000000000000986.6D0 0000000000007457.1D0 0.33393247783913D+03 0.10417783087440D-02 -.14744529261059D-06 0.11255571525110D-10 -.32569239383392D-15
PPPJUS     0052     002     0000000000000000.0D0 0000000000001231.6D0 0.33370000000000D+03 0.16638264617135D-02 -.69730054230065D-06 0.17165890732087D-09 0.00000000000000D+01
PPPJUS     0052     002     0000000000001231.6D0 0000000000007457.1D0 0.33393247783913D+03 0.10417783087440D-02 -.14744529261059D-06 0.11255571525110D-10 -.32569239383392D-15
PPPJUS     0052     003     0000000000000000.0D0 0000000000001875.8D0 0.33400000000000D+03 0.14921841894970D-02 -.68410241712184D-06 0.15850324675830D-09 0.00000000000000D+01
PPPJUS     0052     003     0000000000001875.8D0 0000000000007457.1D0 0.33393247783913D+03 0.10417783087440D-02 -.14744529261059D-06 0.11255571525110D-10 -.32569239383392D-15
PPPJUS     0057     001     0000000000000000.0D0 0000000000003670.8D0 0.51221779691438D+03 0.34961239622174D-02 -.32918485997506D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0057     001     0000000000003670.8D0 0000000000010795.2D0 0.51446116613134D+03 0.24610241740850D-02 -.27071207420142D-06 0.17177510825216D-10 -.44769074197025D-15
PPPJUS     0061     001     0000000000000000.0D0 0000000000009495.0D0 0.28338494897281D+03 0.11397854583151D-02 -.36354413244192D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0061     001     0000000000009495.0D0 0000000000025690.3D0 0.28427517327076D+03 0.10335092711118D-02 -.44645158271812D-07 0.11229512632173D-11 -.11682007143504D-16
PPPJUS     0061     002     0000000000000000.0D0 0000000000001307.6D0 0.28350000000000D+03 0.69142493850578D-03 0.60877586152153D-06 -.40589527211612D-09 0.94289604447433D-13
PPPJUS     0061     002     0000000000001307.6D0 0000000000009495.0D0 0.28338494897281D+03 0.11397854583151D-02 -.36354413244192D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0061     002     0000000000009495.0D0 0000000000025690.3D0 0.28427517327076D+03 0.10335092711118D-02 -.44645158271812D-07 0.11229512632173D-11 -.11682007143504D-16
PPPJUS     0061     003     0000000000000000.0D0 0000000000001310.4D0 0.28360000000000D+03 0.63743854749902D-03 0.36226805890778D-06 -.11304380467369D-09 0.44414821474470D-14
PPPJUS     0061     003     0000000000001310.4D0 0000000000009495.0D0 0.28338494897281D+03 0.11397854583151D-02 -.36354413244192D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0061     003     0000000000009495.0D0 0000000000025690.3D0 0.28427517327076D+03 0.10335092711118D-02 -.44645158271812D-07 0.11229512632173D-11 -.11682007143504D-16
PPPJUS     0061     004     0000000000000000.0D0 0000000000005491.9D0 0.28380000000000D+03 0.52278389253223D-03 0.31698294575850D-06 -.77327685827638D-10 0.56339350314037D-14
PPPJUS     0061     004     0000000000005491.9D0 0000000000009495.0D0 0.28338494897281D+03 0.11397854583151D-02 -.36354413244192D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0061     004     0000000000009495.0D0 0000000000025690.3D0 0.28427517327076D+03 0.10335092711118D-02 -.44645158271812D-07 0.11229512632173D-11 -.11682007143504D-16
PPPJUS     0061     005     0000000000000000.0D0 0000000000005271.4D0 0.28390000000000D+03 0.39835699423676D-03 0.40421228867433D-06 -.10117230304625D-09 0.77325293447434D-14
PPPJUS     0061     005     0000000000005271.4D0 0000000000009495.0D0 0.28338494897281D+03 0.11397854583151D-02 -.36354413244192D-07 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0061     005     0000000000009495.0D0 0000000000025690.3D0 0.28427517327076D+03 0.10335092711118D-02 -.44645158271812D-07 0.11229512632173D-11 -.11682007143504D-16
PPPJUS     0062     001     0000000000000000.0D0 0000000000007078.2D0 0.25713970700291D+03 0.18597237282045D-02 -.34438001937513D-06 0.40950271452087D-10 -.19854075915637D-14
PPPJUS     0062     001     0000000000007078.2D0 0000000000021628.8D0 0.25912744451410D+03 0.70256820000317D-03 -.37715505725997D-07 0.11686093578040D-11 -.14885070091986D-16
PPPJUS     0063     001     0000000000000000.0D0 0000000000007123.2D0 0.23566331819684D+03 0.50765643637292D-03 0.50759351955476D-06 -.10586489243161D-09 0.61894625840279D-14
PPPJUS     0063     001     0000000000007123.2D0 0000000000026574.2D0 0.23635032976220D+03 0.13030197365275D-02 -.71699757876929D-07 0.21555462250679D-11 -.25674174884447D-16
PPPJUS     0066     001     0000000000000000.0D0 0000000000028704.8D0 0.96840778303961D+02 -.23821882472481D-17 0.91375570293762D-07 -.35789783546836D-11 0.43303439964743D-16
PPPJUS     0066     001     0000000000028704.8D0 0000000000076177.5D0 0.94858197444655D+02 0.11320716308082D-02 -.16391363462853D-07 0.14315936737317D-12 -.51944640504476D-18
PPPJUS     0071     001     0000000000000000.0D0 0000000000000414.9D0 0.70726303008144D+03 0.23055569926994D-02 -.21231535167439D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0071     001     0000000000000414.9D0 0000000000004080.3D0 0.70624412218407D+03 0.10266688353765D-01 -.24397739957703D-04 0.26310282761605D-07 0.00000000000000D+01
PPPJUS     0072     001     0000000000000000.0D0 0000000000000359.4D0 0.60009933026294D+03 0.11859907520090D-00 -.50181033264328D-03 0.91412551936449D-06 -.59561039308994D-09
PPPJUS     0072     001     0000000000000359.4D0 0000000000004664.0D0 0.60983030357155D+03 0.16720716069195D-02 -.20845394097342D-06 0.13076781120226D-10 0.00000000000000D+01
PPPJUS     0072     001     0000000000004664.0D0 0000000000012476.3D0 0.60653878666423D+03 0.34542640160045D-02 -.54366317858926D-06 0.40805024853335D-10 -.11455051149092D-14
PPPJUS     0072     002     0000000000000000.0D0 0000000000000131.9D0 0.60580000000000D+03 -.57898130627074D-14 0.22940744786119D-03 0.34068151672668D-06 -.54291017799582D-08
PPPJUS     0072     002     0000000000000131.9D0 0000000000000359.4D0 0.60009933026294D+03 0.11859907520090D-00 -.50181033264328D-03 0.91412551936449D-06 -.59561039308994D-09
PPPJUS     0072     002     0000000000000359.4D0 0000000000004664.0D0 0.60983030357155D+03 0.16720716069195D-02 -.20845394097342D-06 0.13076781120226D-10 0.00000000000000D+01
PPPJUS     0072     002     0000000000004664.0D0 0000000000012476.3D0 0.60653878666423D+03 0.34542640160045D-02 -.54366317858926D-06 0.40805024853335D-10 -.11455051149092D-14
PPPJUS     0072     003     0000000000000000.0D0 0000000000000164.0D0 0.60760000000000D+03 0.86351087921103D-05 -.57613380461416D-05 0.12905415472194D-05 -.48172626259406D-08
PPPJUS     0072     003     0000000000000164.0D0 0000000000000359.4D0 0.60009933026294D+03 0.11859907520090D-00 -.50181033264328D-03 0.91412551936449D-06 -.59561039308994D-09
PPPJUS     0072     003     0000000000000359.4D0 0000000000004664.0D0 0.60983030357155D+03 0.16720716069195D-02 -.20845394097342D-06 0.13076781120226D-10 0.00000000000000D+01
PPPJUS     0072     003     0000000000004664.0D0 0000000000012476.3D0 0.60653878666423D+03 0.34542640160045D-02 -.54366317858926D-06 0.40805024853335D-10 -.11455051149092D-14
PPPJUS     0072     004     0000000000000000.0D0 0000000000000271.9D0 0.61000000000000D+03 -.90255440746448D-16 0.32657800907329D-05 0.41473871368287D-07 -.12943691549033D-09
PPPJUS     0072     004     0000000000000271.9D0 0000000000000359.4D0 0.60009933026294D+03 0.11859907520090D-00 -.50181033264328D-03 0.91412551936449D-06 -.59561039308994D-09
PPPJUS     0072     004     0000000000000359.4D0 0000000000004664.0D0 0.60983030357155D+03 0.16720716069195D-02 -.20845394097342D-06 0.13076781120226D-10 0.00000000000000D+01
PPPJUS     0072     004     0000000000004664.0D0 0000000000012476.3D0 0.60653878666423D+03 0.34542640160045D-02 -.54366317858926D-06 0.40805024853335D-10 -.11455051149092D-14
PPPJUS     0074     001     0000000000000000.0D0 0000000000001769.3D0 0.60049106158958D+03 0.71984336877172D-02 -.17141673474477D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     001     0000000000001769.3D0 0000000000003646.0D0 0.60819841418620D+03 -.65960631646008D-03 0.26506683146578D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     001     0000000000003646.0D0 0000000000013369.0D0 0.60310065609053D+03 0.23096632042751D-02 -.21962496953987D-06 0.16496673336317D-10 -.47868026163509D-15
PPPJUS     0074     002     0000000000000000.0D0 0000000000001183.6D0 0.60550000000000D+03 0.43940292348325D-04 -.35096904899409D-06 0.93443607874000D-09 0.00000000000000D+01
PPPJUS     0074     002     0000000000001183.6D0 0000000000001769.3D0 0.60049106158958D+03 0.71984336877172D-02 -.17141673474477D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     002     0000000000001769.3D0 0000000000003646.0D0 0.60819841418620D+03 -.65960631646008D-03 0.26506683146578D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     002     0000000000003646.0D0 0000000000013369.0D0 0.60310065609053D+03 0.23096632042751D-02 -.21962496953987D-06 0.16496673336317D-10 -.47868026163509D-15
PPPJUS     0074     003     0000000000000000.0D0 0000000000001394.9D0 0.60600000000000D+03 0.42394038360721D-03 -.15482219427751D-05 0.20881753523483D-08 -.54138545793884D-12
PPPJUS     0074     003     0000000000001394.9D0 0000000000001769.3D0 0.60049106158958D+03 0.71984336877172D-02 -.17141673474477D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     003     0000000000001769.3D0 0000000000003646.0D0 0.60819841418620D+03 -.65960631646008D-03 0.26506683146578D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     003     0000000000003646.0D0 0000000000013369.0D0 0.60310065609053D+03 0.23096632042751D-02 -.21962496953987D-06 0.16496673336317D-10 -.47868026163509D-15
PPPJUS     0074     004     0000000000000000.0D0 0000000000001504.1D0 0.60650000000000D+03 0.25419574884529D-03 -.82531494938000D-06 0.96295533911916D-09 -.16640483418490D-12
PPPJUS     0074     004     0000000000001504.1D0 0000000000001769.3D0 0.60049106158958D+03 0.71984336877172D-02 -.17141673474477D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     004     0000000000001769.3D0 0000000000003646.0D0 0.60819841418620D+03 -.65960631646008D-03 0.26506683146578D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     004     0000000000003646.0D0 0000000000013369.0D0 0.60310065609053D+03 0.23096632042751D-02 -.21962496953987D-06 0.16496673336317D-10 -.47868026163509D-15
PPPJUS     0074     005     0000000000000000.0D0 0000000000001732.6D0 0.60700000000000D+03 0.28505545499365D-03 -.80992137288479D-06 0.85933237112745D-09 -.19028616060224D-12
PPPJUS     0074     005     0000000000001732.6D0 0000000000001769.3D0 0.60049106158958D+03 0.71984336877172D-02 -.17141673474477D-05 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     005     0000000000001769.3D0 0000000000003646.0D0 0.60819841418620D+03 -.65960631646008D-03 0.26506683146578D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0074     005     0000000000003646.0D0 0000000000013369.0D0 0.60310065609053D+03 0.23096632042751D-02 -.21962496953987D-06 0.16496673336317D-10 -.47868026163509D-15
PPPJUS     0076     001     0000000000000000.0D0 0000000000004932.6D0 0.48735733313901D+03 0.75927353689357D-02 -.74723461619826D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0076     001     0000000000004932.6D0 0000000000011234.3D0 0.50611815363476D+03 -.32517825701473D-04 0.31292751520774D-07 -.75400266426466D-12 0.00000000000000D+01
PPPJUS     0076     002     0000000000000000.0D0 0000000000002175.3D0 0.49690000000000D+03 0.90649594297551D-03 -.20550368110470D-05 0.17331797143621D-08 -.29698848817542D-12
PPPJUS     0076     002     0000000000002175.3D0 0000000000004932.6D0 0.48735733313901D+03 0.75927353689357D-02 -.74723461619826D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0076     002     0000000000004932.6D0 0000000000011234.3D0 0.50611815363476D+03 -.32517825701473D-04 0.31292751520774D-07 -.75400266426466D-12 0.00000000000000D+01
PPPJUS     0076     003     0000000000000000.0D0 0000000000002890.0D0 0.49990000000000D+03 0.22734849570381D-03 -.50491714078713D-06 0.39937542940687D-09 -.41866572757358D-13
PPPJUS     0076     003     0000000000002890.0D0 0000000000004932.6D0 0.48735733313901D+03 0.75927353689357D-02 -.74723461619826D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0076     003     0000000000004932.6D0 0000000000011234.3D0 0.50611815363476D+03 -.32517825701473D-04 0.31292751520774D-07 -.75400266426466D-12 0.00000000000000D+01
PPPJUS     0076     004     0000000000000000.0D0 0000000000003758.3D0 0.50300000000000D+03 0.80772715610010D-04 -.72057758660214D-07 0.57507278964806D-10 0.00000000000000D+01
PPPJUS     0076     004     0000000000003758.3D0 0000000000004932.6D0 0.48735733313901D+03 0.75927353689357D-02 -.74723461619826D-06 0.00000000000000D+01 0.00000000000000D+01
PPPJUS     0076     004     0000000000004932.6D0 0000000000011234.3D0 0.50611815363476D+03 -.32517825701473D-04 0.31292751520774D-07 -.75400266426466D-12 0.00000000000000D+01
PPPJUS     0076     005     0000000000000000.0D0 0000000000004960.8D0 0.50600000000000D+03 -.87118028519876D-19 0.57906342537104D-07 -.11576291797161D-10 0.10288611820363D-14
PPPJUS     0076     005     0000000000004960.8D0 0000000000011234.3D0 0.50611815363476D+03 -.32517825701473D-04 0.31292751520774D-07 -.75400266426466D-12 0.00000000000000D+01
PPPJUS     0077     001     0000000000000000.0D0 0000000000011505.8D0 0.39342278106441D+03 0.29413845849222D-02 -.25451038183632D-06 0.13863998846189D-10 -.21408637223916D-15
PPPJUS     0077     001     0000000000011505.8D0 0000000000030773.1D0 0.38239301428007D+03 0.43541940911026D-02 -.23210121153007D-06 0.69175928101212D-11 -.77811483536076D-16
PPPJUS     0077     002     0000000000000000.0D0 0000000000003489.8D0 0.39610000000000D+03 -.11341337926631D-16 0.12423697656132D-05 -.37140652314892D-09 0.38432137847030D-13
PPPJUS     0077     002     0000000000003489.8D0 0000000000011505.8D0 0.39342278106441D+03 0.29413845849222D-02 -.25451038183632D-06 0.13863998846189D-10 -.21408637223916D-15
PPPJUS     0077     002     0000000000011505.8D0 0000000000030773.1D0 0.38239301428007D+03 0.43541940911026D-02 -.23210121153007D-06 0.69175928101212D-11 -.77811483536076D-16
PPPJUS     0077     003     0000000000000000.0D0 0000000000003443.0D0 0.39700000000000D+03 0.60942886448455D-17 0.90667118259993D-06 -.26685240255501D-09 0.29974820144459D-13
PPPJUS     0077     003     0000000000003443.0D0 0000000000011505.8D0 0.39342278106441D+03 0.29413845849222D-02 -.25451038183632D-06 0.13863998846189D-10 -.21408637223916D-15
PPPJUS     0077     003     0000000000011505.8D0 0000000000030773.1D0 0.38239301428007D+03 0.43541940911026D-02 -.23210121153007D-06 0.69175928101212D-11 -.77811483536076D-16
PPPJUS     0078     001     0000000000000000.0D0 0000000000003433.3D0 0.32333138094691D+03 0.35310717945479D-02 -.80205006656731D-06 0.68975390038649D-10 0.00000000000000D+01
PPPJUS     0078     001     0000000000003433.3D0 0000000000023833.0D0 0.32550124853180D+03 0.10736793400156D-02 -.35097054153064D-07 0.44609791263370D-12 0.00000000000000D+01
PPPJUS     0078     001     0000000000023833.0D0 0000000000064049.7D0 0.33412372992760D+03 0.41247094467394D-04 0.65102630819277D-08 -.14034725737743D-12 0.89569356374056D-18
